name;address;cp;ville;country;phone;description
SARL PHARMACIE ROUSSEL;79 AV DE LA FORET;36330;LE POINCONNET;FRANCE;02 54 35 41 98;Pharmacie d'Officine
SARL PHARMACIE DAVID - RENONCE;14 R DE LA REPUBLIQUE;36210;POULAINES;FRANCE;02 54 40 91 66;Pharmacie d'Officine
S.E.L.A.S. PHARMACIE THOMAS;11 RTE DE BELABRE;36370;PRISSAC;FRANCE;02 54 25 01 18;Pharmacie d'Officine
SARL PHARMACIE BUFFET;12 R DE LA REPUBLIQUE;36260;REUILLY;FRANCE;02 54 49 24 48;Pharmacie d'Officine
PHARMACIE MAILLET - PELLERIN;3 RTE D ISSOUDUN;36120;ST AOUT;FRANCE;02 54 36 28 32;Pharmacie d'Officine
PHARMACIE BREC;8 R GRANDE;36170;ST BENOIT DU SAULT;FRANCE;02 54 47 51 58;Pharmacie d'Officine
PHARMACIE DENIS;9 AV DE L EUROPE;36230;ST DENIS DE JOUHET;FRANCE;02 54 30 74 06;Pharmacie d'Officine
SELARL PHARMACIE GALTOISE;55 R DES REMPARTS;36800;ST GAULTIER;FRANCE;02 54 47 00 79;Pharmacie d'Officine
SELARL PHARMACIE GIROUARD-MAUBANT;R ST JOSEPH & RUE DE TOURAINE;36500;ST GENOU;FRANCE;02 54 38 41 42;Pharmacie d'Officine
SELARL. PHARMACIE DE SAINT MAUR;2 R DE LA MARTINIQUE;36250;ST MAUR;FRANCE;02 54 22 31 30;Pharmacie d'Officine
SELARL PHARMACIE JOUR DE FETE;6 R DE VERDUN;36160;STE SEVERE SUR INDRE;FRANCE;02 54 30 50 03;Pharmacie d'Officine
PHARMACIE MULTON;9 PL DE L EGLISE;36220;TOURNON ST MARTIN;FRANCE;02 54 37 50 28;Pharmacie d'Officine
PHARMACIE HUBERT - MOMIRON;13 PL DE LA HALLE;36600;VALENCAY;FRANCE;02 54 00 00 15;Pharmacie d'Officine
SELARL PHARMACIE DU CHATEAU;6 R DE LA REPUBLIQUE;36600;VALENCAY;FRANCE;02 54 00 14 42;Pharmacie d'Officine
PHARMACIE DELEMAR-MALERBI;12 PL DE LA REPUBLIQUE;36150;VATAN;FRANCE;02 54 49 70 08;Pharmacie d'Officine
EURL PHARMACIE ANACLET JEAN-LUC;27 RTE DE MOSNAY;36330;VELLES;FRANCE;02 54 36 15 54;Pharmacie d'Officine
SARL PHARMACIE BARBAZ;6 PL ST LOUIS;36500;VENDOEUVRES;FRANCE;02 54 38 31 70;Pharmacie d'Officine
PHARMACIE PINAULT-BOCHET;11 PL DU MONUMENT;36600;VICQ SUR NAHON;FRANCE;02 54 40 33 32;Pharmacie d'Officine
PHARMACIE LE GARGASSON - TAUPIN;38 R DU GAL DE GAULLE;36320;VILLEDIEU SUR INDRE;FRANCE;02 54 26 50 46;Pharmacie d'Officine
SARL PHARMACIE MORIN;3 RTE DE VILLEGONGIS;36110;VINEUIL;FRANCE;02 54 36 70 15;Pharmacie d'Officine
PHARMACIE DES TOURNESOLS;30 R DU 11 NOVEMBRE;37360;ROUZIERS DE TOURAINE;FRANCE;02 47 56 63 64;Pharmacie d'Officine
PHARMACIE LEONARD DE VINCI;;37400;AMBOISE;FRANCE;02 47 57 40 02;Pharmacie d'Officine
PHARMACIE DE LA LOIRE G. TAFFOREAU;17 R DE BLOIS;37400;AMBOISE;FRANCE;02 47 57 09 14;Pharmacie d'Officine
SELARL PHARMACIE DUMORTIER;68 R DE LA CONCORDE;37400;AMBOISE;FRANCE;02 47 57 00 55;Pharmacie d'Officine
SELARL PHARMACIE DU MAIL;1 QU DU GENERAL DE GAULLE;37400;AMBOISE;FRANCE;02 47 57 00 12;Pharmacie d'Officine
EURL PHARMACIE CENTRALE;51 R NATIONALE;37400;AMBOISE;FRANCE;02 47 57 09 04;Pharmacie d'Officine
PHARMACIE DOUCET-DERRIENNIC;13 AV DE LA VALLEE DU LYS;37260;ARTANNES SUR INDRE;FRANCE;02 47 26 80 34;Pharmacie d'Officine
PHARMACIE DELAVEAU;38 R DE L EGALITE;37270;ATHEE SUR CHER;FRANCE;02 47 50 29 50;Pharmacie d'Officine
SELARL PHARMACIE REGINA;1 PL DE L'EGLISE;37420;AVOINE;FRANCE;02 47 58 40 35;Pharmacie d'Officine
SELARL PHARMACIE PICOT-PAVY;22 R GAMBETTA;37190;AZAY LE RIDEAU;FRANCE;02 47 45 40 53;Pharmacie d'Officine
SNC PHARMACIE JAVAUX - GIRARD;2 RTE DE TOURS;37190;AZAY LE RIDEAU;FRANCE;02 47 45 41 92;Pharmacie d'Officine
PHARMACIE BROSSET;3 R DE CORMERY;37270;AZAY SUR CHER;FRANCE;02 47 50 46 66;Pharmacie d'Officine
SELARL PHARMACIE DES PRES;9 R JEAN MERMOZ;37510;BALLAN MIRE;FRANCE;02 47 53 31 33;Pharmacie d'Officine
PHARMACIE LEMAITRE;PL DU 11 NOVEMBRE 1918;37510;BALLAN MIRE;FRANCE;02 47 53 21 96;Pharmacie d'Officine
PHARMACIE LOUIS;18 R BOURGEOISE;37600;BEAULIEU LES LOCHES;FRANCE;02 47 59 03 54;Pharmacie d'Officine
SELARL PHARMACIE DU VERON;"9 R DU PARC """"LA TOURETTE""""";37420;BEAUMONT EN VERON;FRANCE;02 47 58 94 39;Pharmacie d'Officine
S.E.L.A.R.L. PHARMACIE POTHIER;5 AV DU 11 NOVEMBRE 1918;37150;BLERE;FRANCE;;Pharmacie d'Officine
SELARL PHARMACIE ECHEGUT;12 R DU GENERAL DE GAULLE;37150;BLERE;FRANCE;02 47 57 90 05;Pharmacie d'Officine
SARL PHARMACIE AUGEY;6 PL DES HALLES;37140;BOURGUEIL;FRANCE;02 47 97 71 59;Pharmacie d'Officine
EURL PHARMACIE MORIN CHRISTINE;25 AV DU GAL DE GAULLE;37140;BOURGUEIL;FRANCE;02 47 97 70 20;Pharmacie d'Officine
PHARMACIE LE TROADEC;15 RTE Nationale 10;37160;LA CELLE ST AVANT;FRANCE;02 47 65 03 98;Pharmacie d'Officine
PHARMACIE BREUZIN;;37170;CHAMBRAY LES TOURS;FRANCE;02 47 27 62 28;Pharmacie d'Officine
PHARMACIE DES POMMIERS;34 R DES POMMIERS;37170;CHAMBRAY LES TOURS;FRANCE;02 47 28 24 60;Pharmacie d'Officine
SELARL PHARMACIE JEAN-BAPTISTE;64 AV DE LA REPUBLIQUE;37170;CHAMBRAY LES TOURS;FRANCE;02 47 28 79 18;Pharmacie d'Officine
PHARMACIE MILLON;;37170;CHAMBRAY LES TOURS;FRANCE;02 47 71 00 89;Pharmacie d'Officine
PHARMACIE VACHERET;1 PL DU CHATEAU;37120;CHAMPIGNY SUR VEUDE;FRANCE;02 47 95 76 76;Pharmacie d'Officine
SELARL PHARMACIE BARRET;;37390;CHANCEAUX SUR CHOISILLE;FRANCE;02 47 55 19 59;Pharmacie d'Officine
SELARL PHARMACIE FERRIGNO;75 AV DU GENERAL DE GAULLE;37330;CHATEAU LA VALLIERE;FRANCE;02 47 24 03 02;Pharmacie d'Officine
PHARMACIE LEFEVRE;6 PL D ARMES;37330;CHATEAU LA VALLIERE;FRANCE;02 47 24 00 30;Pharmacie d'Officine
PHARMACIE DU CHATEAU;26 PL JEAN JAURES;37110;CHATEAU RENAULT;FRANCE;02 47 56 93 12;Pharmacie d'Officine
SELARL PHARMACIE DU PETIT VERSAILLES;R DU PETIT VERSAILLES;37110;CHATEAU RENAULT;FRANCE;02 47 29 53 58;Pharmacie d'Officine
PHIE  MUTUALISTE DE CHATEAU-RENAULT;113 R DE LA REPUBLIQUE;37110;CHATEAU RENAULT;FRANCE;02 47 29 50 27;Pharmacie d'Officine
PHARMACIE DECLERCK-DEVAUD;28 RTE DE CHINON;37190;CHEILLE;FRANCE;02 47 45 32 58;Pharmacie d'Officine
SELARL PHARMACIE DES HUCHEROLLES;2 R DU CHATEAU D EAU;37500;CHINON;FRANCE;02 47 93 30 05;Pharmacie d'Officine
SELARL PHARMACIE DU CENTRE;16 PL DU GENERAL DE GAULLE;37500;CHINON;FRANCE;02 47 93 02 14;Pharmacie d'Officine
EURL PHARMACIE PION;18 PL JEANNE D ARC;37500;CHINON;FRANCE;02 47 93 01 31;Pharmacie d'Officine
SELARL PHARMACIE RIVE GAUCHE;5 R RENE CASSIN;37500;CHINON;FRANCE;02 47 93 26 29;Pharmacie d'Officine
S.N.C. PHARMACIE E&G LECUBIN;24 R NATIONALE;37150;CHISSEAUX;FRANCE;02 47 23 89 68;Pharmacie d'Officine
SELARL PHARMACIE BOULANGER FLORENCE;6 PL DES DEPORTES;37140;CHOUZE SUR LOIRE;FRANCE;02 47 95 10 19;Pharmacie d'Officine
PHARMACIE VINAS;9 RTE DE LANGEAIS;37130;CINQ MARS LA PILE;FRANCE;;Pharmacie d'Officine
PHARMACIE JARRIGE;4 PL DE L EGLISE;37340;CLERE LES PINS;FRANCE;02 47 24 94 25;Pharmacie d'Officine
SELARL PHARMACIE DE L'ABBAYE;5 R NATIONALE;37320;CORMERY;FRANCE;02 47 43 40 04;Pharmacie d'Officine
SELARL PHARMACIE FOSSIER;R D AMBOISE;37150;LA CROIX EN TOURAINE;FRANCE;02 47 57 94 28;Pharmacie d'Officine
PHARMACIE MARTINY;8 R DE TOURS;37320;ESVRES;FRANCE;02 47 26 42 17;Pharmacie d'Officine
SELARL PHARMACIE LECOURT;17 NATIONALE;37320;ESVRES;FRANCE;02 47 26 40 29;Pharmacie d'Officine
PHARMACIE HALABI-CAMUS;47 R EUGENE GOUIN;37230;FONDETTES;FRANCE;02 47 42 11 19;Pharmacie d'Officine
SELARL PHARMACIE DES HAUTES ROCHES;114 AV GENERAL DE GAULLE;37230;FONDETTES;FRANCE;02 47 49 98 33;Pharmacie d'Officine
SNC PHARMACIE DE LA POSTE;5 BD GUSTAVE MARCHAND;37230;FONDETTES;FRANCE;02 47 42 25 12;Pharmacie d'Officine
SELARL PHARMACIE BURRILLON;7 R DES NOISETIERS;37460;GENILLE;FRANCE;02 47 59 50 37;Pharmacie d'Officine
PHARMACIE BERTHELOT-GATINEAU;22 R DES ECOLES;37340;GIZEUX;FRANCE;02 47 96 76 66;Pharmacie d'Officine
SELARL PHARMACIE MOREAU GORTVA;2 GRANDE RUE;37350;LE GRAND PRESSIGNY;FRANCE;02 47 94 90 32;Pharmacie d'Officine
PHARMACIE SMRCKA;1 R René Boylesve;37160;DESCARTES;FRANCE;02 47 59 70 16;Pharmacie d'Officine
SELARL PHARMACIE DE L'HOTEL DE VILLE;10 R DU COMMERCE;37160;DESCARTES;FRANCE;02 47 59 70 38;Pharmacie d'Officine
PHARMACIE DROUET-MOUVIER;2 R DE L ERMITAGE;37110;LES HERMITES;FRANCE;02 47 56 31 16;Pharmacie d'Officine
S.E.L.A.S. PHARMACIE  GOURON - BRUNET;LD LA FOUGETTERIE;37220;L ILE BOUCHARD;FRANCE;02 47 58 50 28;Pharmacie d'Officine
SELAS PHARMACIE DES PONTS;7 R DE LA REPUBLIQUE;37220;L ILE BOUCHARD;FRANCE;02 47 58 53 43;Pharmacie d'Officine
SELARL PHARMACIE DE LA VALLEE;R DE MONTSOREAU;37300;JOUE LES TOURS;FRANCE;02 47 73 70 70;Pharmacie d'Officine
S.E.L.A.R.L PHARMACIE DE LA BARDONNIE;39 AV DE BORDEAUX;37300;JOUE LES TOURS;FRANCE;02 47 28 36 06;Pharmacie d'Officine
SELARL PHARMACIE CHANTEPIE;197 BD Jean Jaurès;37300;JOUE LES TOURS;FRANCE;02 47 67 04 26;Pharmacie d'Officine
PHARMACIE MOULIN;57 BD DE CHINON;37300;JOUE LES TOURS;FRANCE;02 47 80 01 01;Pharmacie d'Officine
PHARMACIE CENTRALE JOUÉ;22 AV Victor Hugo;37300;JOUE LES TOURS;FRANCE;02 47 67 02 16;Pharmacie d'Officine
S.E.L.A.R.L. PHARMACIE DE L'ÉPEND;14 PL DE LA GRANGE;37300;JOUE LES TOURS;FRANCE;02 47 67 10 88;Pharmacie d'Officine
PHARMACIE SOUCHET-TERSAC;74 BD JEAN JAURES;37300;JOUE LES TOURS;FRANCE;02 47 53 35 56;Pharmacie d'Officine
PHARMACIE MUTUALISTE;125 BD JEAN JAURES;37300;JOUE LES TOURS;FRANCE;;Pharmacie d'Officine
SELARL PHARMACIE LAVOISIER;28 R LAVOISIER;37300;JOUE LES TOURS;FRANCE;02 47 53 84 21;Pharmacie d'Officine
SELARL PHARMACIE GERMAIN;5 PL DU GENERAL LECLERC;37300;JOUE LES TOURS;FRANCE;02 47 67 02 14;Pharmacie d'Officine
SELARL PHARMACIE DE LA RABIERE;47 R DE LA ROTIERE;37300;JOUE LES TOURS;FRANCE;02 47 67 10 84;Pharmacie d'Officine
SELARL PHARMACIE GUILLEMIN;4 R THIERS;37130;LANGEAIS;FRANCE;02 47 96 71 61;Pharmacie d'Officine
S.E.L.A.R.L. PHARMACIE LE BOURG;12 R PIERRE DE RONSARD;37130;LANGEAIS;FRANCE;02 47 96 80 68;Pharmacie d'Officine
PHARMACIE DOGNIEZ;1 ALL DE LA BERGERIE;37270;LARCAY;FRANCE;02 47 50 57 67;Pharmacie d'Officine
SELARL PHARMACIE CHATEL;PL DU GENERAL LECLERC;37240;LIGUEIL;FRANCE;02 47 59 60 11;Pharmacie d'Officine
SELARL PHARMACIE DU VAL DE CISSE;33 R DE BLOIS;37530;LIMERAY;FRANCE;02 47 30 00 30;Pharmacie d'Officine
SELARL PHARMACIE DES BAS CLOS;14 AV DES BAS CLOS;37600;LOCHES;FRANCE;02 47 59 06 43;Pharmacie d'Officine
PHARMACIE VEYSSIERE;8 R DESCARTES;37600;LOCHES;FRANCE;02 47 59 00 57;Pharmacie d'Officine
SARL PHARMACIE JOUDON;1 R DE TOURS;37600;LOCHES;FRANCE;02 47 59 02 35;Pharmacie d'Officine
SNC PHARMACIE DES BLES;2 R PICOIS;37600;LOCHES;FRANCE;02 47 59 00 53;Pharmacie d'Officine
SELARL PHARMACIE TITIER;ZI DU CHAPELET;37230;LUYNES;FRANCE;02 47 55 62 48;Pharmacie d'Officine
SELARL PHARMACIE HUVELIN;PL DE L EGLISE;37240;MANTHELAN;FRANCE;02 47 92 80 06;Pharmacie d'Officine
S.E.L.A.R.L. PHARMACIE BÉRANGER;51 R NATIONALE;37390;LA MEMBROLLE SUR CHOISILLE;FRANCE;02 47 41 21 51;Pharmacie d'Officine
S.E.L.A.S.U. PHARMACIE DE METTRAY;34 R DES BOURGETTERIES;37390;METTRAY;FRANCE;02 47 54 66 79;Pharmacie d'Officine
SELARL PHARMACIE PIRON;PL JEAN-BAPTISTE MOREAU;37380;MONNAIE;FRANCE;;Pharmacie d'Officine
PHARMACIE LOUSTANAU;4 R NATIONALE;37250;MONTBAZON;FRANCE;02 47 26 00 92;Pharmacie d'Officine
SELARL PHARMACIE DES BREDINS;44 VICTOR LALOUX;37270;MONTLOUIS SUR LOIRE;FRANCE;02 47 45 13 93;Pharmacie d'Officine
EURL PHARMACIE SIRVIN;1 R DU SENATEUR BELLE;37270;MONTLOUIS SUR LOIRE;FRANCE;;Pharmacie d'Officine
SELARL BLAQUART-HAIRAULT SABOURIN;;37270;MONTLOUIS SUR LOIRE;FRANCE;02 47 50 83 22;Pharmacie d'Officine
S.E.L.A.R.L. PHARMACIE DU MARCHÉ;31 R DU MARCHE;37460;MONTRESOR;FRANCE;02 47 92 60 10;Pharmacie d'Officine
SELARL PHARMACIE DU VAL DE L'INDRE;79 R DU VAL DE L INDRE;37260;MONTS;FRANCE;02 47 26 72 40;Pharmacie d'Officine
SELARL PHARMACIE DE BEAUMER;92 R DU VAL DE L INDRE;37260;MONTS;FRANCE;02 47 26 71 26;Pharmacie d'Officine
SELARL PHARMACIE DE VILVENT;6 AV DU CENTRE;37530;NAZELLES NEGRON;FRANCE;02 47 23 10 47;Pharmacie d'Officine
SELARL PHARMACIE FOURNIE;5 R LOUIS VISET;37530;NAZELLES NEGRON;FRANCE;02 47 23 12 92;Pharmacie d'Officine
SELARL PHARMACIE CHENOFFE;13 AV DU GENERAL DE GAULLE;37360;NEUILLE PONT PIERRE;FRANCE;02 47 24 32 33;Pharmacie d'Officine
PHARMACIE DE NEUVY;8 GRANDE RUE;37370;NEUVY LE ROI;FRANCE;02 47 24 40 52;Pharmacie d'Officine
SNC PHARMACIE SILLAS;2 R DU VIEUX BOURG;37390;NOTRE DAME D OE;FRANCE;02 47 41 32 45;Pharmacie d'Officine
PHARMACIE MILLET;14 R GUY DE NEVERS;37800;NOUATRE;FRANCE;02 47 65 20 28;Pharmacie d'Officine
PHARMACIE CLARTE;2 AV DU CAMP ROMAIN;37380;NOUZILLY;FRANCE;02 47 56 49 09;Pharmacie d'Officine
PHARMACIE BREBION-MAUPETIT;47 R DE LA MAIRIE;37210;PARCAY MESLAY;FRANCE;02 47 29 17 00;Pharmacie d'Officine
SARL PHARMACIE GERAY;60 AV de Pierruche;37600;PERRUSSON;FRANCE;02 47 59 37 95;Pharmacie d'Officine
SELARL PHARMACIE DEBOEUF;3 IMP DU CHATEAU;37530;POCE SUR CISSE;FRANCE;02 47 57 17 17;Pharmacie d'Officine
SELARL PHARMACIE VAL DE CLAISE;3 R DES HALLES;37290;PREUILLY SUR CLAISE;FRANCE;02 47 94 50 20;Pharmacie d'Officine
PHARMACIE PASQUET DE LEYDE-BRIZOU;15 PL DU BOURG DU FAU;37310;REIGNAC SUR INDRE;FRANCE;02 47 94 10 05;Pharmacie d'Officine
SELARL PHARMACIE DES VIGNES;13 GRAND RUE;37140;RESTIGNE;FRANCE;02 47 97 32 25;Pharmacie d'Officine
E.U.R.L. ALEXANDRE BOINIER;8 PL DE LA REPUBLIQUE;37380;REUGNY;FRANCE;02 47 52 94 38;Pharmacie d'Officine
SELARL PHARMACIE BOURGINE SCHNEIDER;ZAC DES MINIMES;37520;LA RICHE;FRANCE;02 47 39 14 56;Pharmacie d'Officine
SNC PHARMACIE DE LA MAIRIE;6 R DU 11 NOVEMBRE;37520;LA RICHE;FRANCE;;Pharmacie d'Officine
PHARMACIE  PINEAU;19 PL STE ANNE;37520;LA RICHE;FRANCE;02 47 37 38 69;Pharmacie d'Officine
PHARMACIE CASAROLI - ROBIN;8 PL DU MARCHE;37120;RICHELIEU;FRANCE;02 47 58 10 43;Pharmacie d'Officine
PHARMACIE AUGER-BARRE;12 GRANDE RUE;37120;RICHELIEU;FRANCE;02 47 58 10 15;Pharmacie d'Officine
SELARL PHARMACIE DE RIVARENNES;2 R DES QUARTS;37190;RIVARENNES;FRANCE;02 47 95 51 33;Pharmacie d'Officine
S.E.L.A.R.L. PHARMACIE TURMEAU;RTE DE LOUDUN;37500;LA ROCHE CLERMAULT;FRANCE;02 47 95 97 97;Pharmacie d'Officine
PHARMACIE PLEE-PATRY;1 R DU DOCTEUR LEBLED;37210;ROCHECORBON;FRANCE;02 47 52 50 40;Pharmacie d'Officine
PHARMACIE LE FUR;26 AV GENERAL DE GAULLE;37550;ST AVERTIN;FRANCE;02 47 28 33 21;Pharmacie d'Officine
PHARMACIE MAGNERON-HUCHOT;61 AV HENRI ADAM;37550;ST AVERTIN;FRANCE;02 47 27 42 30;Pharmacie d'Officine
PHARMACIE PENEL;5 R DE ROCHEPINARD;37550;ST AVERTIN;FRANCE;02 47 27 01 13;Pharmacie d'Officine
PHARMACIE DOREAU;18 R DE ROCHEPINARD;37550;ST AVERTIN;FRANCE;02 47 27 01 67;Pharmacie d'Officine
PHARMACIE DAMIET-CHANTE;1048 AV DU GENERAL DE GAULLE;37550;ST AVERTIN;FRANCE;02 47 27 83 83;Pharmacie d'Officine
PHARMACIE POIRIER;9 PL DU 11 NOVEMBRE;37320;ST BRANCHS;FRANCE;02 47 26 36 23;Pharmacie d'Officine
SELARL PHARMACIE DES MAISONS BLANCHES;12 PL DES MAISONS BLANCHES;37540;ST CYR SUR LOIRE;FRANCE;02 47 54 01 70;Pharmacie d'Officine
PHARMACIE BARICHARD-PETIT;247 BD CHARLES DE GAULLE;37540;ST CYR SUR LOIRE;FRANCE;;Pharmacie d'Officine
SELARL PHARMACIE LE PAPE;102 BD CHARLES DE GAULLE;37540;ST CYR SUR LOIRE;FRANCE;02 47 54 40 13;Pharmacie d'Officine
SELARL PHARMACIE BERTOLINO;65 AV DE LA REPUBLIQUE;37540;ST CYR SUR LOIRE;FRANCE;02 47 54 54 62;Pharmacie d'Officine
S.E.L.A.R.L. PHARMACIE VICTOR-HUGO;191 R VICTOR HUGO;37540;ST CYR SUR LOIRE;FRANCE;02 47 54 03 94;Pharmacie d'Officine
PHARMACIE DU PRIEURE;3 PL DE L EUROPE;37520;LA RICHE;FRANCE;02 47 39 09 42;Pharmacie d'Officine
S.E.L.A.R.L. PHARMACIE SAINT EPAIN;26 GRANDE RUE;37800;ST EPAIN;FRANCE;02 47 65 80 09;Pharmacie d'Officine
SELARL PHARMACIE BRUNEAU BIGOT ANNICK;20 R DU COMMERCE;37600;ST FLOVIER;FRANCE;02 47 94 72 07;Pharmacie d'Officine
SELARL PHARMACIE DE SAINT MARTIN;59 R DE TOURS;37270;ST MARTIN LE BEAU;FRANCE;02 47 50 67 23;Pharmacie d'Officine
SELARL PHARMACIE DE LA MANSE;40 R DU DOCTEUR PATRY;37800;STE MAURE DE TOURAINE;FRANCE;02 47 65 40 51;Pharmacie d'Officine
SELARL PHARMACIE DES HALLES;99 R DU DOCTEUR PATRY;37800;STE MAURE DE TOURAINE;FRANCE;02 47 65 40 64;Pharmacie d'Officine
PHARMACIE ROUDIERE;6 R FRANCOIS RABELAIS;37370;ST PATERNE RACAN;FRANCE;02 47 29 20 06;Pharmacie d'Officine
LA PHARMACIE DE SAINT PIERRE;;37700;ST PIERRE DES CORPS;FRANCE;02 47 44 25 82;Pharmacie d'Officine
SELARL PHARMACIE DE LA LOCOMOTIVE;21 BD DES DEPORTES;37700;ST PIERRE DES CORPS;FRANCE;02 47 44 10 04;Pharmacie d'Officine
S.E.L.A.R.L. PHARMACIE BOULAY;27 AV DE LA REPUBLIQUE;37700;ST PIERRE DES CORPS;FRANCE;;Pharmacie d'Officine
SELARL PHARMACIE BRETON;82 AV DE LA REPUBLIQUE;37700;ST PIERRE DES CORPS;FRANCE;02 47 44 21 13;Pharmacie d'Officine
PHARMACIE DARQUES;193 R HONORE DE BALZAC;37700;ST PIERRE DES CORPS;FRANCE;02 47 63 24 67;Pharmacie d'Officine
S.E.L.A.R.L. PHARMACIE DES ATLANTES;;37700;ST PIERRE DES CORPS;FRANCE;02 47 44 26 00;Pharmacie d'Officine
PHARMACIE RAGUENET-ROUDIERE;3 R FRANCOIS II;37340;SAVIGNE SUR LATHAN;FRANCE;02 47 24 21 18;Pharmacie d'Officine
SELARL PHARMACIE LARCHE - NOEL;7 R PRINCIPALE;37510;SAVONNIERES;FRANCE;02 47 50 00 23;Pharmacie d'Officine
SELARL PHARMACIE DE LA SOURCE;2 AV DES TILLEULS;37360;SEMBLANCAY;FRANCE;02 47 56 61 84;Pharmacie d'Officine
PHARMACIE DES 2 AVENUES;1 AV DU 11 NOVEMBRE 1918;37250;SORIGNY;FRANCE;02 47 26 19 67;Pharmacie d'Officine
SELARL PHARMACIE BASTIDE;21 R HONORE DE BALZAC;37260;THILOUZE;FRANCE;02 47 26 24 48;Pharmacie d'Officine
EURL PHARMACIE BILLOT-GAUTHIER;2 PAS BOUZIGNAC;37000;TOURS;FRANCE;02 47 20 27 38;Pharmacie d'Officine
PHARMACIE HALABI;3 PL NEUVE;37000;TOURS;FRANCE;02 47 05 09 43;Pharmacie d'Officine
SELAS PHARMACIE LANCHES-MONAL;33 R DE BORDEAUX;37000;TOURS;FRANCE;02 47 05 57 88;Pharmacie d'Officine
SELARL PHARMACIE GILLES;103 R DES HALLES;37000;TOURS;FRANCE;02 47 61 40 06;Pharmacie d'Officine
SELARL PHARMACIE DU THEATRE;2 R CORNEILLE;37000;TOURS;FRANCE;02 47 05 27 74;Pharmacie d'Officine
SELARL PHARMACIE BEAUJARDIN;18 R DU DOCTEUR BERGONIE;37000;TOURS;FRANCE;02 47 20 27 71;Pharmacie d'Officine
PHARMACIE LACAUD-GILLE;66 R D'ENTRAIGUES;37000;TOURS;FRANCE;02 47 61 47 62;Pharmacie d'Officine
PHARMACIE BRIAND-BETTLER;192 R FEBVOTTE;37000;TOURS;FRANCE;02 47 20 77 90;Pharmacie d'Officine
PHARMACIE PLANTET;108 R DE LA FUYE;37000;TOURS;FRANCE;02 47 46 03 49;Pharmacie d'Officine
SELARL PHARMACIE TOURNOIS;129 R DE LA FUYE;37000;TOURS;FRANCE;02 47 46 01 60;Pharmacie d'Officine
PHARMACIE BOHBOT-BLOT;16 PL GASTON PAILHOU;37000;TOURS;FRANCE;02 47 61 24 10;Pharmacie d'Officine
S.E.L.A.R.L. PHARMACIE PAILLHOU;28 PL GASTON PAILHOU;37000;TOURS;FRANCE;02 47 61 43 02;Pharmacie d'Officine
PHARMACIE CRAPET;58 R GIRAUDEAU;37000;TOURS;FRANCE;02 47 37 53 94;Pharmacie d'Officine
SELAS PHARMACIE DU PROGRES;8 AV DE GRAMMONT;37000;TOURS;FRANCE;02 47 05 43 05;Pharmacie d'Officine
SELARL PHARMACIE NORMALE;38 AV DE GRAMMONT;37000;TOURS;FRANCE;02 47 05 24 69;Pharmacie d'Officine
PHARMACIE GRUGET;53 AV DE GRAMMONT;37000;TOURS;FRANCE;02 47 64 47 32;Pharmacie d'Officine
PHARMACIE  CHAUVIN;140 AV DE GRAMMONT;37000;TOURS;FRANCE;02 47 66 71 66;Pharmacie d'Officine
SELARL PHARMACIE DU LAC;243 AV DE GRAMMONT;37000;TOURS;FRANCE;02 47 05 18 38;Pharmacie d'Officine
SARL PHARMACIE DU GRAND MARCHE;37 PL DU GRAND MARCHE;37000;TOURS;FRANCE;02 47 38 61 36;Pharmacie d'Officine
PHARMACIE DUBOIS;15 R GUILLAUMET;37000;TOURS;FRANCE;02 47 05 11 33;Pharmacie d'Officine
SELARL PHARMACIE DU CENTRE;28 R DES HALLES;37000;TOURS;FRANCE;02 47 05 65 20;Pharmacie d'Officine
SELARL PHARMACIE DILLEMANN;36 ALL FERDINAND DE LESSEPS;37200;TOURS;FRANCE;02 47 38 68 05;Pharmacie d'Officine
SELARL PHARMACIE LAMARTINE;5 R LEON BOYER;37000;TOURS;FRANCE;02 47 37 05 46;Pharmacie d'Officine
SELARL PHARMACIE GOMEZ;11 R MARYSE BASTIE;37000;TOURS;FRANCE;02 47 38 57 40;Pharmacie d'Officine
PHARMACIE GIRARDEAU-HOUSSEAU;60 R MIRABEAU;37000;TOURS;FRANCE;02 47 05 58 99;Pharmacie d'Officine
SELARL PHARMACIE  DE LA FORGE;77 AV DU GENERAL DE GAULLE;37230;FONDETTES;FRANCE;02 47 55 98 01;Pharmacie d'Officine
PHARMACIE PORTE DE LOIRE CAROLINE;26 R NATIONALE;37000;TOURS;FRANCE;02 47 05 62 65;Pharmacie d'Officine
PHARMACIE JEGO;18 R DU MARECHAL JOFFRE;37000;TOURS;FRANCE;02 47 86 03 33;Pharmacie d'Officine
PHARMACIE PRINCIPALE FLOC'H RANKOWSKI;53 R NATIONALE;37000;TOURS;FRANCE;02 47 05 21 29;Pharmacie d'Officine
PHARMACIE PEZARD-BOUCKELLYOEN;20 R NICOLAS POUSSIN;37000;TOURS;FRANCE;02 47 39 22 88;Pharmacie d'Officine
S.N.C. V. ET L. BESNARD;28 BD JEAN ROYER;37000;TOURS;FRANCE;02 47 66 69 49;Pharmacie d'Officine
PHARMACIE GHAZI SOUHAIL;73 BD JEAN ROYER;37000;TOURS;FRANCE;02 47 38 66 47;Pharmacie d'Officine
PHARMACIE FOURNON;24 BD TONNELLE;37000;TOURS;FRANCE;02 47 37 74 43;Pharmacie d'Officine
